口コミ,投稿日,preprocessed_text
金時山登山の帰りに宿泊しました。バス停を間違えてしまいましたが、そのバス停まで迎えに来て頂き感謝しています。お陰様でチェックインも早くできたので登山後の汗と疲れを早々に癒やすことができました。温泉も清潔でタオルも常に補充されていたので気持ちよく何度も入浴することができました。部屋からの眺めもゴルフコースの緑が気持ちよくゆっくりすることができました。料理も選べるお料理でしたので選ぶ楽しみがありました。とても美味しくいただきました。また泊まりたいホテルです。,2023-06-03,金時山 登山 帰り 宿泊 バス停 バス停 感謝 お陰様 チェックイン 登山 後 汗 疲れ 癒 清潔 タオル 補充 度 入浴 眺め ゴルフ コース 緑 楽しみ ホテル
リピート必須・・・毎回プラデュジュールと温泉と窓一面緑の広い客室を楽しみに伺ってます。いつも次は何時にしようかと考えながら帰途につきます。スタッフの皆様、有り難う御座いました。,2023-05-07,リピート 必須 毎回 プラデュジュール 窓 面 緑 客室 楽しみ 次 帰途 皆様
夫婦で利用しました。ベットで寝たい妻と温泉を利用したい夫の組み合わせを共に満足させるホテルでした。夕食、朝食の量も適度で、落ち着いてのんびりと夫婦で会話しながら食べることができました。夫婦旅行の時、ブュッフェはちょっと苦手な我が家にはとっては良い時間となりました。,2023-03-21,夫婦 ベット 妻 夫 組み合わせ 満足 ホテル 夕食 朝食 量 適度 夫婦 会話 夫婦 ブュッフェ 苦手 我が家 時間
フレンチコースと温泉が楽しみたく、昨年11月に滞在して以来の訪問でした。夕食のコース料理は色彩、味も良く満足出来る内容でした。朝食も申し分のない内容で、生魚を食しない人の対応も良かったです。,2023-02-28,コース 昨年 月 滞在 以来 訪問 夕食 コース 色彩 味 満足 内容 朝食 申し分 内容 生魚 人
雪の中の露天風呂と、接客が非常に良かった。値段の割に満足のいく内容であったので、気持ちよく過ごすことができた。,2023-02-10,雪 接客 非常 値段 割 満足 内容
ホテルと小田原駅間をシャトルバスが運行していて箱根湯本でも途中下車できるのが便利でした。仙石原周辺美術館行きのバスがあり観光にも助かりました。お部屋のベランダからゴルフ場が見渡せて開放感がありました。外観内装共にクラシックで落ち着いた雰囲気で年配の方のリピーターも多くいるようで、女性一人でも安心して泊まれました。連泊しましたが、朝食の内容を変更してくださったりと細やかな心遣いがありがたかったです。お風呂は姥子温泉で関節筋肉痛に効果ありでとても温まりました。,2023-02-08,ホテル 小田原 駅 間 シャトル バス 運行 箱根湯本 途中 下車 便利 仙石原 周辺 美術館 行き バス 観光 ベランダ ゴルフ 場 開放 感 外観 内装 共 クラシック 雰囲気 年配 リピーター 多く 女性 人 安心 連 泊 朝食 内容 変更 細やか 心遣い 姥 子 関節 筋肉 痛 効果
三世代10人旅行でした。車椅子の貸出、移動の少ない部屋、ベッドガード等色位な要望に応えて頂いて快適に過ごすことが出来ました。ありがとうございます。1つ残念だったのは夕食の時間の変更の連絡が遅かった事。予約を入れてから3週間後に連絡が来たのはなんだかなぁと思ってしまいました。仕方ないとは思いますがもっと早く連絡があれば気持ちも違ったかなと思います。夕食　選べる夕食で老若男女好みを選べるのは良かったです。ただ自分にはちょっと量が足りなかったかなと思いました。妻が食べたステーキが美味しかったです。朝食　こちらも、和食と洋食を選べました。洋食を食べましたが今度はパンチがあって満腹。クロワッサンが美味しく、お替りも出来たので大満足でした。温泉　大浴場の温泉は広さもあり快適。出た後に体のポカポカがいつまでも続くいい温泉でした。とても良い温泉です。部屋　昔の作りなのでそこまで広くないけど、リニューアルもされてきれいで快適でした。ベランダもあり贅沢な時間を過ごせました。部屋内で階段があったので足の不自由な父にはハードルでしたがなんとかなりました。卓球　まさかのプリンスホテルで卓球。とても楽しめました。ホテルなので期待してなかったけど、温泉と卓球のゴールデンコースを味わえて、三世代大爆笑大盛りあがりで最高でした。スタッフ　到着時迎えてくれた背の高い女性スタッフさんはキリッとしながら優しさと配慮があり、さすがプリンスホテルと言う感じで迎え入れてくれてテンションが上がりました。初めてのプリンスホテルでしたが、とても気持ちよく過ごせました。温泉は本当に良かったです。また機会を見つけて伺いたいと思います。ありがとう御座いました！,2023-01-30,三 世代 人 車椅子 貸出 移動 ベッド ガード 等 色 位 要望 快適 残念 夕食 時間 変更 連絡 事 予約 週間 後 連絡 仕方 連絡 気持ち 夕食 夕食 老若男女 好み 自分 量 妻 ステーキ 朝食 和食 洋食 洋食 今度 パンチ 満腹 クロワッサン 替り 満足 浴場 快適 後 体 ポカポカ いつ 昔 作り そこ リニューアル きれい 快適 ベランダ 贅沢 時間 内 階段 足 不自由 父 ハードル 卓球 プリンスホテル 卓球 ホテル 期待 卓球 ゴールデン コース 三 世代 爆笑 大 最高 到着 背 女性 配慮 プリンスホテル 感じ テンション プリンスホテル 機会
両親、妻の両親、家族の8人で年末年始過ごしました。プラデュジュールで食べた料理が美味しかったです。サービスもとても良かったです。お風呂も良かったですが、洗い場の数が8ヶ所でちょっと少なかったかな。すぐ横がゴルフ場なので、今度はゴルフ友達と行ってみたいです。,2023-01-03,両親 妻 両親 家族 人 年末年始 プラデュジュール サービス 洗い場 数 横 ゴルフ 場 今度 ゴルフ 友達
結婚36th記念にて初めて利用させて頂きました。チェックインの対応からお部屋・夕食・お風呂・朝食・チェックアウトまで、失礼ながら？どの場面でも期待以上の内容・対応で大変満足でした。機会あれば、違う季節に家内共々再訪したいと思っています。,2022-12-07,結婚 th 記念 チェックイン 夕食 朝食 チェック アウト 失礼 ? 場面 期待 以上 内容 大変 満足 機会 季節 家内 共 再訪
今回は母＆姉妹の女3人旅で利用させてもらいました。到着日はあいにくの天気で小雨が降ってきてしまったので早めにホテルに向かい、まだチェックインまでだいぶありましたが快く部屋にご案内してくださいました。スタンダートタイプのお部屋だったので3人だと少し手狭でしたが快適に過ごせました。ベッドも硬さが丁度良くて快眠でした。早めにチェックイン出来たことで露天風呂も3人で2時間近く貸切状態でゆっくり温泉に入れました。夕食は私はメインにステーキを選びましたが、とても柔らかくて味付けも美味しかったです。ただ男性には量が足りないかなと思いました。朝食は洋朝食を選択させてもらいましたがクロワッサンが美味しくて朝からテンションが上がりました(笑)母は和朝食でしたが焼き魚を3種類から選べて、アジの開きは脂もあって美味しかったと喜んでました。ただドリンクバーくらいは有ると嬉しいかな~。せっかく紅葉の時期に宿泊できたので朝食後はホテルからススキ草原まで歩いて向かいました。10分ほどの距離でしたので食後の運動には丁度いい距離です。3人とも黄金色に輝くススキ草原を楽しみにしていたのですが…残念ながら天気が曇りだった事と今年のススキの見頃はもう終わりでした。紅葉とお天気は少し残念でしたが、本当に久しぶりに母娘旅が出来て、また母もホテルがすごく良かったと喜んでくれたので良かったです。ありがとうございました。,2022-11-16,母 & 姉妹 女 人 旅 到着 日 天気 小雨 早め ホテル チェックイン 案内 スタンダートタイプ 人 手狭 快適 ベッド 丁度 快眠 早め チェックイン 人 時間 近く 貸切 状態 夕食 私 メイン ステーキ 味付け 男性 量 朝食 洋 朝食 選択 クロワッサン 朝 テンション ( 笑 ) 母 和 朝食 焼き魚 種類 アジ 開き 脂 ドリンク バー ~。 紅葉 時期 宿泊 朝食 後 ホテル ススキ 草原 分 距離 食後 運動 距離 人 黄金 色 ススキ 草原 楽しみ 残念 天気 事 今年 ススキ 見頃 紅葉 お天気 残念 久しぶり 母 娘 旅 母 ホテル
